professor_name,school_name,department_name,post_date,student_star,student_difficult,comments,gender
Carl  Parker,Fort Hays State University,Accounting department,12/02/2015,3,4,"If you skip class even a couple times, this may not be the course for you. A chapter is assigned, but only sections he covers in class appear on exams. Those lectures are not online, either. You are given 3 exams, and an optional final. The optional final WILL replace your lowest of the 3 exams, whether higher or lower than the lowest exam.",M
Tom  Herring,Rochester Institute of Technology,Physics department,04/19/2009,5,3,"Best physics teacher that i have ever had. Explains everything well, very helpful if you need it, and is very reasonable with grading and homework. Probably the best physics prof. you will find at this school.",M
Tom  Herring,Rochester Institute of Technology,Physics department,02/18/2009,4,3,Best physics prof I\'ve had yet at RIT.,M
Tom  Herring,Rochester Institute of Technology,Physics department,02/11/2009,3,2,"He\'s an okay professor. Not too bad. Pretty fair, kind of a push-over. Grading is fair and not too much homework. Very smart but, not good at teaching at all but overall not that bad of a teacher.",M
Tom  Herring,Rochester Institute of Technology,Physics department,01/28/2009,4,2,"Kind of funny in his habits, but he helps you understand the material well. Sort of awkward, but in a way that is somewhat inviting for people that need extra help. Probably one of the most lax professors I\'ve had yet. Homework is mostly all on Webassign, and the labs are usually simple, just don\'t miss any (he will deduct significantly)",M
Chris  Fathman,West Valley College,English department,10/03/2015,5,1,he is the best English teacher I had.,M
Chris  Fathman,West Valley College,English department,01/06/2015,5,3,The best ESL teacher ever! Mr. Fathman is an excellent teacher with great sense of humor and treats students with respect.,M
Chris  Fathman,West Valley College,English department,12/20/2013,5,1,He is the best teacher for ESL in the West Valley Collage. For sure I recommand his class. You are lucky if you have a chance to take a class with him.,M
Chris  Fathman,West Valley College,English department,04/26/2013,5,4,"Chris is such a good teacher and a really nice guy, very smart and funny. He is always willing to help, so far, he is the best teacher i\'ve ever had.",M
Chris  Fathman,West Valley College,English department,03/26/2012,5,4,He IS AWSOME. TOOK ESL 965. YOU WILL LEARN A LOT IN HIS CLASS. TAKE HIS CLASS. YOU\' WILL NEVER REGRET IT.,M
Chris  Fathman,West Valley College,English department,11/21/2011,5,3,This is the only ESL class that I can call it fun and highly useful. Chris is the best. recommend his class to every one.,M
Chris  Fathman,West Valley College,English department,03/17/2010,5,3,"He is the best teacher I have ever had,he is helpful,you can\'t believe how much you can improve yourself on his class.My favorite teacher ever,love him and thankfull to him.Highly recommanded to take class with him.",M
Chris  Fathman,West Valley College,English department,01/26/2009,5,3,He is one of the best teachers I have ever had. He is a very easy going person and help you a lot. I recommend him to everyone. HE IS GREAT!,M
Edith  Duvier,Tennessee Tech University,Student Success department,03/21/2016,5,1,Easiest A,F
Edith  Duvier,Tennessee Tech University,Student Success department,11/07/2013,4,1,"Mrs. Duvier is a very nice woman. She requires attendance for every class. We do online Journals through iLearn a few times a month and are required to go to Fine Arts and Multicultural events throughout the semester. Our final grade came from making and presenting a powerpoint. She was nice and not a bad teacher, but I would recommend someone else",F
Edith  Duvier,Tennessee Tech University,Student Success department,07/20/2013,5,1,Ms. D is the best. Did not make us do busy work and kept the class fun. Take her for an A !,F
Edith  Duvier,Tennessee Tech University,Student Success department,09/11/2010,5,1,"She\'s a really sweet lady, & very helpful. She realizes that students have other, more difficult classes & she doesn\'t give you any more homework than required for the class. She really cares about her students! She\'s like having your best friend\'s mom as a teacher. I would definitely recommend her! :)",F
Edith  Duvier,Tennessee Tech University,Student Success department,01/06/2010,4.5,2,She\'s really sweet! She really cares about her students and tries to help them.,F
Edith  Duvier,Tennessee Tech University,Student Success department,12/14/2009,2,1,No Comments,F
Emily  Horsington,Genesee Community College,English department,11/01/2010,3.5,3,NA,X
Emily  Horsington,Genesee Community College,English department,01/28/2009,2.5,1,No Comments,X
Mike  Ott,College of the Canyons,"Radio, TV & Film department",06/03/2015,4.5,5,"The BEST teacher ever, LOVED that he didn\'t get intimidated by anyone. So direct and straight to the point. Very knowledgeable about the film world. I learned so much in his classes I had him for Structure of a Moving Image and Advanced Film.",M
Mike  Ott,College of the Canyons,"Radio, TV & Film department",08/19/2010,5,1,"Mike was born to be a film teacher.He genuinely cares for everyone.His sole purpose is to connect people to what filmmaking really means as an art form. I hated him for most of the semester until I realized he really is the most GENUINE Professor at COC.What I thought I knew about Film has forever changed thanks to Mike. Great teacher,friend,person",M
Mike  Ott,College of the Canyons,"Radio, TV & Film department",12/15/2008,4,3,"Mike Ott is an enigma. He can be an jerk at times and he can be relatively friendly at other moments. He takes film very seriously and if you are in his class you better be the same way. No nonsense with this teacher. He can definitely be intimidating especially when he\'s on your set for your shoot. Overall, he is great; you will learn a lot.",M
Mike  Ott,College of the Canyons,"Radio, TV & Film department",12/12/2008,3.5,5,"Not an easy class, not the most friendly teacher.",M
Mike  Ott,College of the Canyons,"Radio, TV & Film department",11/13/2008,5,2,"He knows his stuff, he might come off a bit cynical or aloof. But helpful and bright he is, if you love film you should take his class. And deep down he really is a kind person.",M
Mike  Ott,College of the Canyons,"Radio, TV & Film department",11/12/2008,3.5,3,"Mike is helpful, but you have to ask him for the help, he doesn\'t just give it. He gives his students the benefit of the doubt that they are smart. He can be a bit cynical, but he knows what he is doing and can give great advice when you seek it out. I\'m sure he would never admit this, but he\'s really kind of nice.",M
